sub	MB	ME	Region	TSNR
10391	3	1	vmPFC	25.272891861539073
10391	3	1	FFA	30.876982952804862
10391	3	1	sCerb	41.60513563005965
10391	3	1	iCerb	36.36634133087915
10391	3	1	Motor	35.264906134667626
10391	6	4	VS	13.84044075012207
10391	6	4	RVS	17.60896110534668
10391	6	4	LVS	14.853343963623047
10391	6	4	vmPFC	31.05389976501465
10391	6	4	FFA	25.908571243286133
10391	6	4	sCerb	29.001436233520508
10391	6	4	iCerb	16.726991653442383
10391	6	4	Motor	26.60736083984375
10391	1	4	VS	46.217132568359375
10391	1	4	RVS	39.59224319458008
10391	1	4	LVS	43.93330383300781
10391	1	4	vmPFC	38.21613693237305
10391	1	4	FFA	38.94002151489258
10391	1	4	sCerb	50.62053680419922
10391	1	4	iCerb	48.24946975708008
10391	1	4	Motor	49.130096435546875
10391	6	1	VS	17.688540675826154
10391	6	1	RVS	22.22726751628593
10391	6	1	LVS	19.87108253945765
10391	6	1	vmPFC	21.98206327893345
10391	6	1	FFA	29.818029944146232
10391	6	1	sCerb	38.75057918596653
10391	6	1	iCerb	35.55480057694232
10391	6	1	Motor	36.793267552329446
10416	1	1	VS	23.381423964516962
10416	1	1	RVS	32.005539846084446
10416	1	1	LVS	27.075695583810358
10416	1	1	vmPFC	35.685199106378114
10416	1	1	FFA	46.47156985857182
10416	1	1	sCerb	44.64977255556864
10416	1	1	iCerb	0.0
10416	1	1	Motor	41.36433475270536
10416	6	4	VS	15.663527488708496
10416	6	4	RVS	18.231937408447266
10416	6	4	LVS	14.953641891479492
10416	6	4	vmPFC	26.925228118896484
10416	6	4	FFA	22.402647018432617
10416	6	4	sCerb	25.30674171447754
10416	6	4	iCerb	22.454740524291992
10416	6	4	Motor	28.711925506591797
10416	3	1	VS	16.488528883481703
10416	3	1	RVS	22.508124597747106
10416	3	1	LVS	18.68358221972275
10416	3	1	vmPFC	13.06540570091654
10416	3	1	FFA	42.78061338120844
10416	3	1	sCerb	31.84434123731807
10416	3	1	iCerb	0.0
10416	3	1	Motor	33.2960075753899
10416	6	1	VS	21.055155415360872
10416	6	1	RVS	24.421416111066318
10416	6	1	LVS	23.49184595682253
10416	6	1	vmPFC	27.988579624164945
10416	6	1	FFA	32.18579937217107
10416	6	1	sCerb	32.03581494760146
10416	6	1	iCerb	25.47156961066919
10416	6	1	Motor	33.026365512330464
10416	3	4	VS	33.947696685791016
10416	3	4	RVS	36.52762985229492
10416	3	4	LVS	33.43925094604492
10416	3	4	vmPFC	38.78285598754883
10416	3	4	FFA	35.098140716552734
10416	3	4	sCerb	39.99507522583008
10416	3	4	iCerb	0.0
10416	3	4	Motor	40.30718231201172
10416	1	4	VS	42.2605094909668
10416	1	4	RVS	38.377845764160156
10416	1	4	LVS	40.009063720703125
10416	1	4	vmPFC	44.3663330078125
10416	1	4	FFA	50.4499397277832
10416	1	4	sCerb	48.24834442138672
10416	1	4	iCerb	0.0
10416	1	4	Motor	44.50654602050781
10422	1	1	VS	30.383641884841058
10422	1	1	RVS	32.526219699116695
10422	1	1	LVS	32.59438362170954
10422	1	1	vmPFC	40.097471948283726
10422	1	1	FFA	29.135398717504717
10422	1	1	sCerb	38.337533470094144
10422	1	1	iCerb	40.85250831027449
10422	1	1	Motor	44.961489901899526
10422	3	4	VS	33.2883186340332
10422	3	4	RVS	30.70355987548828
10422	3	4	LVS	31.619640350341797
10422	3	4	vmPFC	36.7047119140625
10422	3	4	FFA	32.86861038208008
10422	3	4	sCerb	46.57090759277344
10422	3	4	iCerb	41.44151306152344
10422	3	4	Motor	43.53034591674805
10422	3	1	VS	25.64924737153393
10422	3	1	RVS	27.186418434579416
10422	3	1	LVS	26.656109072327208
10422	3	1	vmPFC	34.85341162428811
10422	3	1	FFA	23.33069007716891
10422	3	1	sCerb	34.357120815481075
10422	3	1	iCerb	35.480545877355446
10422	3	1	Motor	39.52849978501782
10422	6	4	VS	18.10521697998047
10422	6	4	RVS	16.633392333984375
10422	6	4	LVS	17.894685745239258
10422	6	4	vmPFC	31.18873405456543
10422	6	4	FFA	20.76287269592285
10422	6	4	sCerb	24.65540313720703
10422	6	4	iCerb	23.500139236450195
10422	6	4	Motor	29.81810760498047
10422	1	4	VS	39.8259391784668
10422	1	4	RVS	34.47366714477539
10422	1	4	LVS	35.6622428894043
10422	1	4	vmPFC	38.47154998779297
10422	1	4	FFA	37.97232437133789
10422	1	4	sCerb	43.19208908081055
10422	1	4	iCerb	48.68998336791992
10422	1	4	Motor	42.49642562866211
10422	6	1	VS	22.624150368926724
10422	6	1	RVS	22.522223705985127
10422	6	1	LVS	23.943381279320317
10422	6	1	vmPFC	28.805645709903406
10422	6	1	FFA	16.50216970297731
10422	6	1	sCerb	28.907848586778425
10422	6	1	iCerb	32.99290905558382
10422	6	1	Motor	31.454097675818318
12042	3	4	VS	36.154212951660156
12042	3	4	RVS	32.98933410644531
12042	3	4	LVS	32.34446716308594
12042	3	4	vmPFC	36.09625244140625
12042	3	4	FFA	53.32209396362305
12042	3	4	sCerb	53.77598571777344
12042	3	4	iCerb	42.382938385009766
12042	3	4	Motor	50.192081451416016
12042	3	1	VS	30.707053464713393
12042	3	1	RVS	27.8768631013291
12042	3	1	LVS	26.32770340561196
12042	3	1	vmPFC	33.02461415296925
12042	3	1	FFA	42.13952665939139
12042	3	1	sCerb	43.73969663147082
12042	3	1	iCerb	37.330527878724226
12042	3	1	Motor	47.81923613600137
12042	6	4	VS	19.370708465576172
12042	6	4	RVS	18.672426223754883
12042	6	4	LVS	18.827226638793945
12042	6	4	vmPFC	31.599201202392578
12042	6	4	FFA	37.55826950073242
12042	6	4	sCerb	35.26837921142578
12042	6	4	iCerb	24.769428253173828
12042	6	4	Motor	38.69559860229492
12042	1	1	VS	35.24528898652385
12042	1	1	RVS	32.26597828462713
12042	1	1	LVS	32.023821181421674
12042	1	1	vmPFC	37.05350598739398
12042	1	1	FFA	38.52799253687557
12042	1	1	sCerb	45.354119714332704
12042	1	1	iCerb	42.674913084036994
12042	1	1	Motor	44.71930675757954
12042	6	1	VS	30.47195534624449
12042	6	1	RVS	27.755899838732887
12042	6	1	LVS	25.74300296374504
12042	6	1	vmPFC	29.306654606990957
12042	6	1	FFA	33.63108430649525
12042	6	1	sCerb	36.792586520816286
12042	6	1	iCerb	36.58132950808893
12042	6	1	Motor	43.19322284984454
12042	1	4	VS	52.05682373046875
12042	1	4	RVS	46.71139907836914
12042	1	4	LVS	44.26461410522461
12042	1	4	vmPFC	45.12638473510742
12042	1	4	FFA	58.24311447143555
12042	1	4	sCerb	61.147239685058594
12042	1	4	iCerb	56.61674880981445
12042	1	4	Motor	58.99595260620117
